adult,genres,release_date,revenue,title,imdbId,rating,review_count,script_size,has_script,mpaa_rating
False,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1997,4529843.0,McHale's Navy,119640,2.3261331444759206,1412,32399.0,True,PG
False,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1997,29481428.0,Fools Rush In,119141,3.1032028469750887,3091,22200.0,True,PG-13
False,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1997,50068310.0,Absolute Power,118548,3.3465566902330455,3819,20175.0,True,R
False,"[{'id': 35, 'name': 'Comedy'}]",1997,36400360.0,Vegas Vacation,120434,2.806312769010043,2788,19290.0,True,PG
False,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",1997,3675201.0,Lost Highway,116922,3.6965020576131686,4860,8638.0,True,R
False,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1997,13130349.0,Rosewood,120036,3.524336283185841,1130,30167.0,True,R
False,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1997,41954997.0,Donnie Brasco,119008,3.801000488042948,12294,37733.0,True,R
False,"[{'id': 35, 'name': 'Comedy'}]",1997,20060051.0,Booty Call,118750,2.589159465828751,1273,25984.0,True,R
False,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1997,532654.0,Boys Life 2,118762,3.395,100,,False,
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1997,41230799.0,Private Parts,119951,3.3355880092236743,6505,50706.0,True,R
False,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",1997,118063304.0,The Saint,120053,3.1646277708071935,9564,25271.0,True,
False,"[{'id': 35, 'name': 'Comedy'}]",1997,302710615.0,Liar Liar,119528,3.2232824427480917,21222,26576.0,True,PG-13
False,"[{'id': 18, 'name': 'Drama'}]",1997,60000000.0,Selena,120094,3.130651945320715,1902,25825.0,True,PG
False,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",1997,140807547.0,The Devil's Own,118972,3.0398048279404213,3894,12272.0,True,R
False,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",1997,3566637.0,Cats Don't Dance,118829,3.0053418803418803,468,,False,G
False,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",1997,7240837.0,B.A.P.S.,118663,1.973314606741573,356,,False,
False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1997,17979739.0,Turbo: A Power Rangers Movie,120389,1.4172141918528252,761,16609.0,True,PG
False,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1997,791830.0,Anna Karenina,118623,3.306024096385542,415,18382.0,True,PG-13
False,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1997,5926128.0,Inventing the Abbotts,119381,3.194921875,1280,18750.0,True,R
False,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1997,136885767.0,Anaconda,118615,2.0837431298814,6914,9135.0,True,PG-13
False,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",1997,28084357.0,Grosse Pointe Blank,119229,3.7245635910224437,16040,34278.0,True,R
False,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1997,57252.0,Keys to Tulsa,116762,2.57311320754717,212,,False,
False,"[{'id': 35, 'name': 'Comedy'}]",1997,29235353.0,Romy and Michele's High School Reunion,120032,2.9385368366821227,9705,30737.0,True,R
False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1997,67683989.0,Austin Powers: International Man of Mystery,118655,3.404673690710509,25911,21350.0,True,PG-13
False,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1997,50159144.0,Breakdown,118771,3.3133456334563345,3252,11481.0,True,R
False,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",1997,263920180.0,The Fifth Element,119116,3.7438710808520588,34223,21061.0,True,PG-13
False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1997,27354.0,Nowhere,119809,3.360215053763441,279,,False,R
False,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",1997,479099.0,The Second Jungle Book: Mowgli & Baloo,120087,2.479020979020979,143,,False,
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1997,34673095.0,Addicted to Love,118556,3.112163948876157,2269,22081.0,True,R
False,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1997,229074524.0,The Lost World: Jurassic Park,119567,2.984973482616382,16970,,False,PG-13
False,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1997,224012234.0,Con Air,118880,3.194538731967511,16498,29686.0,True,R
False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",1997,164508066.0,Speed 2: Cruise Control,120179,1.9541129032258064,6200,26365.0,True,PG-13
False,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",1997,238207122.0,Batman & Robin,118688,2.2020315017003758,11174,18584.0,True,PG-13
False,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1997,252712101.0,Hercules,119282,3.386949055523755,6988,26873.0,True,G
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1997,299288605.0,My Best Friend's Wedding,119738,3.2736082474226804,12125,17823.0,True,PG-13
False,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1997,245676146.0,Face/Off,119094,3.3296318760789436,21433,22053.0,True,R
False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",1997,589390539.0,Men in Black,119654,3.5733178489322874,42193,21274.0,True,PG-13
False,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1997,8345056.0,A Simple Wish,120133,2.7116788321167884,274,26389.0,True,PG
False,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",1997,171120329.0,Contact,118884,3.6672594142259416,23900,34903.0,True,PG
False,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",1997,48169156.0,G.I. Jane,119173,2.926567557846781,8341,33450.0,True,R
False,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1997,44862187.0,Cop Land,118887,3.2707503032403396,5771,28882.0,True,R
False,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",1997,26673242.0,Event Horizon,119081,2.961094224924012,8225,20185.0,True,R
False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1997,87840042.0,Spawn,120177,2.6416020262782967,6317,18118.0,True,R
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",1997,23144499.0,Air Bud,118570,2.3415934755332497,1594,18666.0,True,PG
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1997,44332015.0,Picture Perfect,119896,2.919453734671126,1794,32534.0,True,PG-13
False,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1997,136982834.0,Conspiracy Theory,118883,3.332478563987499,12479,23315.0,True,R
False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",1997,1686429.0,Steel,120207,1.6742424242424243,594,,False,PG-13
False,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1997,25480490.0,Mimic,119675,2.780082987551867,3374,14710.0,True,R
False,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1997,315156409.0,Air Force One,118571,3.3237487969201154,16624,28399.0,True,R
False,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1997,5716080.0,One Eight Seven,118531,3.0287141073657926,801,22235.0,True,
False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",1997,43312294.0,The Edge,119051,3.489307720188474,2759,19936.0,True,R
False,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1997,126216940.0,L.A. Confidential,119488,4.066397501813708,31703,32978.0,True,R
False,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1997,131457682.0,Seven Years in Tibet,120102,3.4321115126484254,5811,20390.0,True,PG-13
False,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1997,60527873.0,Kiss the Girls,119468,3.3777092675635276,5352,26105.0,True,R
False,"[{'id': 27, 'name': 'Horror'}]",1997,15719109.0,Wishmaster,120524,2.527510917030568,1145,15885.0,True,R
False,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",1997,109423648.0,The Game,119174,3.8453852752687085,19817,25972.0,True,
False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1997,16000000.0,Fire Down Below,119123,2.4519112207151665,811,18893.0,True,R
False,"[{'id': 53, 'name': 'Thriller'}]",1997,6682098.0,U Turn,120399,3.135782747603834,2817,19088.0,True,
False,"[{'id': 18, 'name': 'Drama'}]",1997,8038061.0,The Ice Storm,119349,3.768561765179578,6209,21062.0,True,
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1997,12021272.0,Chasing Amy,118842,3.6072096794312087,16034,40119.0,True,R
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1997,13960203.0,Def Jam's How to Be a Player,119326,2.71309963099631,542,,False,R
False,"[{'id': 35, 'name': 'Comedy'}]",1997,257850122.0,The Full Monty,119164,3.706766917293233,17290,22512.0,True,R
False,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",1997,125586134.0,I Know What You Did Last Summer,119345,2.479947403024326,9126,22796.0,True,R
False,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1997,152944660.0,The Devil's Advocate,118971,3.516589990241182,14346,37699.0,True,
False,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1997,4000000.0,Playing God,119906,2.7583565459610027,718,24162.0,True,R
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1997,626057.0,The House of Yes,119324,3.5458937198067635,1656,26205.0,True,R
False,"[{'id': 99, 'name': 'Documentary'}]",1997,832735.0,"Fast, Cheap & Out of Control",119107,3.8702490170380077,1526,,False,PG
False,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1997,1.0,Washington Square,120481,3.432017543859649,456,27048.0,True,PG
False,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",1997,12532777.0,Gattaca,119177,3.7787658024426825,23335,17514.0,True,PG-13
False,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10751, 'name': 'Family'}]",1997,14000000.0,FairyTale: A True Story,119095,3.274264705882353,680,17927.0,True,
False,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1998,5624282.0,Phantoms,119891,2.5915678524374175,759,11756.0,True,R
False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1997,6482195.0,Switchback,119210,3.118181818181818,660,27354.0,True,R
False,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",1997,5790448.0,Gang Related,118900,2.883817427385892,241,41025.0,True,R
False,"[{'id': 35, 'name': 'Comedy'}]",1997,251212670.0,Bean,118689,2.8253323485967505,4062,,False,PG-13
False,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1997,10541523.0,Mad City,119592,2.8345008756567425,1142,30131.0,True,PG-13
False,"[{'id': 18, 'name': 'Drama'}]",1997,2642983.0,One Night Stand,119832,2.856687898089172,314,17434.0,True,R
False,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1997,45916769.0,The Rainmaker,119978,3.611013021408078,4531,30651.0,True,PG-13
False,"[{'id': 18, 'name': 'Drama'}]",1997,43101594.0,Boogie Nights,118749,3.6792932502860047,15734,36771.0,True,R
False,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",1997,121214377.0,Starship Troopers,120201,3.246805502691534,18391,27762.0,True,R
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",1998,58000000.0,Sliding Doors,120148,3.510552824079626,8339,24798.0,True,PG-13
False,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",1997,51376861.0,Mortal Kombat: Annihilation,119707,2.095379146919431,2532,10454.0,True,
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1998,264118201.0,The Truman Show,120382,3.83524199867398,33182,24219.0,True,PG
False,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1997,3309421.0,Mrs. Dalloway,119723,3.5194401244167963,643,,False,PG-13
False,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",1997,159330280.0,The Jackal,119395,3.199909008189263,5495,20532.0,True,R
False,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",1997,139804348.0,Anastasia,118617,3.452336641852771,4836,19624.0,True,G
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",1997,13801755.0,The Man Who Knew Too Little,120483,3.2255260750228727,2186,22823.0,True,PG
False,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",1997,162000000.0,Alien: Resurrection,118583,3.0245039085989176,13304,,False,
False,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 9648, 'name': 'Mystery'}]",1997,74000000.0,Amistad,118607,3.5909497406546236,5591,23970.0,True,R
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1997,10686841.0,Deconstructing Harry,118954,3.4679160419790107,3335,35231.0,True,R
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",1997,177977226.0,Flubber,119137,2.5815891079048976,4921,18379.0,True,PG
False,"[{'id': 35, 'name': 'Comedy'}]",1997,31611225.0,For Richer or Poorer,119142,2.727684346701164,773,31500.0,True,PG-13
False,"[{'id': 18, 'name': 'Drama'}]",1997,225933435.0,Good Will Hunting,119217,4.068090855788105,39227,46572.0,True,R
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1997,79082515.0,Home Alone 3,119303,1.879231473010064,3279,14349.0,True,PG
False,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1997,25105255.0,Midnight in the Garden of Good and Evil,119668,3.2566055930568947,5185,40455.0,True,
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1997,122417389.0,MouseHunt,119715,2.897530409141172,2713,18941.0,True,
False,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",1997,172363301.0,Scream 2,120082,2.7294946147473076,8449,32213.0,True,R
False,"[{'id': 18, 'name': 'Drama'}]",1997,3263585.0,The Sweet Hereafter,120255,3.9827194752774973,3964,21506.0,True,
False,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",1997,1845034188.0,Titanic,120338,3.398033272240237,42558,44951.0,True,PG-13
False,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1997,333011068.0,Tomorrow Never Dies,120347,3.227576007703948,14538,22998.0,True,PG-13
False,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",1997,17626234.0,The Postman,119925,2.963463867581752,2477,24810.0,True,R
False,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1998,186883563.0,The Horse Whisperer,119314,3.1659003831417625,2610,27976.0,True,PG-13
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",1997,39673162.0,Jackie Brown,119396,3.685966201322557,13610,49449.0,True,R
False,"[{'id': 18, 'name': 'Drama'}]",1997,5684789.0,Kundun,119485,3.6584340514976352,1903,,False,PG-13
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1998,46189568.0,The Big Lebowski,118715,3.954323444283647,27640,39862.0,True,
False,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",1997,2465960.0,Afterglow,118566,3.2764084507042255,568,19340.0,True,R
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1998,55494066.0,Great Expectations,119223,3.264203709155137,3397,32664.0,True,R
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1997,64256513.0,Wag the Dog,120885,3.507172961582104,12338,16054.0,True,R
False,"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",1998,27200316.0,Dark City,118929,3.799842661272196,13347,17830.0,True,R
False,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",1997,7.0,Star Kid,120478,2.2183288409703503,371,21132.0,True,PG
False,"[{'id': 53, 'name': 'Thriller'}]",1998,19870567.0,Hard Rain,120696,2.7688577586206895,1856,14437.0,True,R
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1998,17460020.0,Half Baked,120693,3.281476121562952,2764,27991.0,True,R
False,"[{'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1998,25232289.0,Fallen,119099,3.492193044712562,4227,22691.0,True,R
False,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1997,302204.0,Shooting Fish,120122,3.491058122205663,671,28175.0,True,PG
False,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",1997,100000000.0,Spice World,120185,1.8233142493638677,3144,23037.0,True,PG
False,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1998,11203026.0,Deep Rising,118956,2.7671410090556274,1546,17173.0,True,R
False,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1998,19204929.0,The Replacement Killers,120008,3.097826086956522,2898,5878.0,True,
False,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",1997,91549.0,The Night Flier,119784,2.7,390,16464.0,True,R
False,"[{'id': 10402, 'name': 'Music'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1998,14051384.0,Blues Brothers 2000,118747,2.6141863278886874,3306,21675.0,True,PG-13
False,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",1998,123306987.0,The Wedding Singer,120888,3.390587941580327,16022,26671.0,True,
False,"[{'id': 878, 'name': 'Science Fiction'}]",1998,13100000.0,Sphere,120184,2.8741164828951087,7074,31664.0,True,PG-13
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1997,314178011.0,As Good as It Gets,119822,3.7836606441476826,25460,29298.0,True,PG-13
False,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",1998,102367405.0,U.S. Marshals,120873,3.2556528081692195,5484,29223.0,True,PG-13
False,"[{'id': 12, 'name': 'Adventure'}, {'id': 99, 'name': 'Documentary'}]",1998,76447420.0,Everest,120661,3.891044776119403,2010,16338.0,True,
False,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",1998,76000000.0,The Newton Boys,120769,2.9422382671480145,831,39482.0,True,
False,"[{'id': 53, 'name': 'Thriller'}]",1998,67200000.0,Wild Things,120890,3.197863342977966,8986,21589.0,True,R
False,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1998,1081957.0,A Price Above Rubies,120793,3.3931451612903225,248,26836.0,True,
False,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1997,2057193.0,Two Girls and a Guy,124179,2.8287037037037037,756,27486.0,True,NC-17
False,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1998,46905889.0,The Object of My Affection,120772,3.1528735632183906,1740,32671.0,True,R
False,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1998,4562146.0,Meet the Deedles,120645,1.8983957219251337,187,,False,PG
